2.00506E+12,MAL06030933TC   ,TYT BUI MOU PLUS PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00506E+12,MAL06030934TC   ,TYT SONG YIP PLUS PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00506E+12,MAL06030935TC   ,TYT LIUWEI DIHUANG PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00506E+12,MAL06030936TC   ,TYT XIANFANG HOUMING PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00506E+12,MAL06030938TC   ,TYT DAN PI PLUS PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00506E+12,MAL06061451T,WHP Brazil Mushroom Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,WHITE HERON PHARMACEUTICAL SDN. BHD.,WHITE HERON PHARMACEUTICAL SDN. BHD.
2.00506E+12,MAL06011872T    ,Chuan Bei Choong Chu Lu,PRODUCT APPROVED,NATURAL PRODUCT,QD HERBS SDN. BHD.,QD HERBS SDN. BHD.
2.00506E+12,MAL06071181T    ,Fang Feng Tong Sheng San,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,Sanjiu Medical & Pharmaceutical Co Ltd
2.00506E+12,MAL06061473TC,Hurix"s Tablet Suwepo Plus,PRODUCT APPROVED,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
2.00506E+12,MAL06071243T    ,Qiang Du Sheng Shi Tang Compound,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,Sanjiu Medical & Pharmaceutical Co Ltd
2.00506E+12,MAL06071244T    ,Qing Jin Tang,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,Sanjiu Medical & Pharmaceutical Co Ltd
2.00506E+12,MAL06081360T    ,Long Dan Xie Gan Tang,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,Sanjiu Medical & Pharmaceutical Co Ltd
2.00506E+12,MAL06071182T    ,Liang Ge San,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,Sanjiu Medical & Pharmaceutical Co Ltd
2.00506E+12,MAL06071245T    ,Jing Fang Bai Du He Ji,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,Sanjiu Medical & Pharmaceutical Co Ltd
2.00506E+12,MAL06021336T    ,PHASEOLUS PLUS,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00506E+12,MAL06061357TC,Vitablue Spirulina Tablet 200mg,PRODUCT APPROVED,NATURAL PRODUCT,VITABLUE SDN BHD,Phytobiotech Sdn. Bhd.
2.00506E+12,MAL07010925TC,Hurix"s Zenrel Tablet,PRODUCT APPROVED,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
2.00506E+12,MAL06030939T,Nurlife Herba Papa 450mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,SARI TANI DESA,SARI TANI DESA SDN. BHD.
2.00506E+12,MAL06030940TC,SDM Herba Wanita Capsule 250mg,PRODUCT APPROVED,NATURAL PRODUCT,Seri Dewi Malam Sdn Bhd,SARI TANI DESA SDN. BHD.
2.00506E+12,MAL05121318T,LIPO-T (ENHANCED FORMULA),PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00506E+12,MAL06071184TR    ,AV Cardana Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Amsar Enterprise,AMSAR PRIVATE LIMITED
2.00506E+12,MAL08031345TC   ,BAN SAN CHAN CHUI FENG SU HO WAN,PRODUCT APPROVED,NATURAL PRODUCT,BAN SAN CHAN (MELAKA) SDN BHD,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
2.00506E+12,MAL06051454T    ,Legalon 70 Protect Capsule,PRODUCT APPROVED,NATURAL PRODUCT,MYLAN HEALTHCARE SDN. BHD.,MADAUS GmBH
2.00507E+12,MAL06091442T    ,(Zhong Yi Brand) Hui Chun Dan,PRODUCT APPROVED,NATURAL PRODUCT,WELLMEX SDN BHD,"GUANGZHOU ZHONGYI PHARMACEUTICAL CO., LTD."
2.00507E+12,MAL06011873TC   ,Tong Thai Sureduc Capsule,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT NANG HIN TRADING SDN. BHD.,NATURE PACK ENTERPRISE
2.00507E+12,MAL06051455T    ,Legalon 140mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,MYLAN HEALTHCARE SDN. BHD.,MADAUS GmBH
2.00507E+12,MAL06071246T,ASTAR Ganoderma 500mg Capsule,PRODUCT APPROVED,NATURAL PRODUCT,GN NEUTRICEUTICALS SDN BHD,GN NEUTRICEUTICALS SDN BHD
2.00507E+12,MAL06051522TR    ,AV MEMVITA CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,Amsar Enterprise,AMSAR PRIVATE LIMITED
2.00507E+12,MAL06061624TR    ,AV Asmo Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Amsar Enterprise,AMSAR PRIVATE LIMITED
2.00507E+12,MAL06051456TR    ,AV Colex Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Amsar Enterprise,AMSAR PRIVATE LIMITED
2.00507E+12,MAL07082845T,PA PAO CHEN CHOO CHIN FENG SAN,PRODUCT APPROVED,NATURAL PRODUCT,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
2.00507E+12,MAL06051523TR    ,AV Uri-K Capsule,PRODUCT APPROVED,NATURAL PRODUCT,Amsar Enterprise,AMSAR PRIVATE LIMITED
2.00507E+12,MAL06021338TC,CerdimaxTablet 200mg,PRODUCT APPROVED,NATURAL PRODUCT,PERUBATAN HOMEOPATHY RAZIAH,SARI TANI DESA SDN. BHD.
2.00507E+12,MAL06061475TC   ,SP PLUS LADY-QUEENLY CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,SP PLUS ENTERPRISE,WAN YEEN TRADING SDN. BHD.
2.00507E+12,MAL06011830T    ,NCHK Babao Jing Feng San,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06011831T    ,Jeli Gamat Emas,PRODUCT APPROVED,NATURAL PRODUCT,THE ORIGIN FOODS SDN BHD,THE ORIGIN FOODS SDN BHD
2.00507E+12,MAL06061476TC   ,Razak Meladapahit 250mg Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,SARI TANI DESA,SARI TANI DESA SDN. BHD.
2.00507E+12,MAL06030941T,Habbatus Sauda Capsule 350mg,PRODUCT APPROVED,NATURAL PRODUCT,SARI TANI DESA,SARI TANI DESA SDN. BHD.
2.00507E+12,MAL06030942TC   ,Habatus sauda Capsule 500mg,PRODUCT APPROVED,NATURAL PRODUCT,PERUBATAN HOMEOPATHY RAZIAH,SARI TANI DESA SDN. BHD.
2.00507E+12,MAL06030990T,NCHK Cordyceps Plus Jing Feng San,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06011832T    ,NCHK Calculus Bovis Plus Hou Chou San,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06030943T,NCHK Hou Chou San,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06011834T    ,NCHK Babao Bao Ying Dan,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06011835T    ,Kweilin Brand Pai Pau Chin Choo Pau Ying Tang (powder) 500mg,PRODUCT APPROVED,NATURAL PRODUCT,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY
2.00507E+12,MAL06091443TC   ,Hurix"s Tablet Kegatalan Kulit Plus,PRODUCT APPROVED,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
2.00507E+12,MAL06030944T,NCHK Bao Ying Dan,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06061625T    ,Wild Brand Chin Choo Chan Keng Pill 1.5gm,PRODUCT APPROVED,NATURAL PRODUCT,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY
2.00507E+12,MAL06051457T  ,Kordel’s Echinacea + Garlic Capsule,PRODUCT APPROVED,NATURAL PRODUCT,CAMBERT(M) SDN BHD,Vitaco Health (NZ) Ltd.
2.00507E+12,MAL06121048TC,CHUI FENG SU HO WAN CAP FOOK (PIL KECIL),PRODUCT APPROVED,NATURAL PRODUCT,WINEYHALL TRADING CO.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
2.00507E+12,MAL06021339T,GOLD PINE BRAND KAPSUL XIAO YAN,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06081335TC   ,CSL Medicine Powder,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT NANG HIN TRADING SDN. BHD.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
2.00507E+12,MAL06061626T    ,Kweilin Brand Pai Pau Chin Choo Chin Foong Sun 0.5gm,PRODUCT APPROVED,NATURAL PRODUCT,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY
2.00507E+12,MAL06021340T,GOLD PINE BRAND GINSENG COMPLEX FUNG SAP CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06030945T    ,GOLD PINE BRAND KAPSUL SIONG FONG,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06030946TC,Nasobett Tablet 200mg,PRODUCT APPROVED,NATURAL PRODUCT,PERUBATAN HOMEOPATHY RAZIAH,SARI TANI DESA SDN. BHD.
2.00507E+12,MAL06030947TC,Diamiligon Tablet 200mg,PRODUCT APPROVED,NATURAL PRODUCT,PERUBATAN HOMEOPATHY RAZIAH,SARI TANI DESA SDN. BHD.
2.00507E+12,MAL07050932TC   ,CHAGA,PRODUCT APPROVED,NATURAL PRODUCT,BIO-SCIENCE MANUFACTURING SDN BHD,BIO-SCIENCE MANUFACTURING SDN BHD
2.00507E+12,MAL06011837T    ,DC HERBS GYMNEMA EXTRACT 200MG CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,HERBAL SCIENCE SDN. BHD.,HERBAL SCIENCE SDN. BHD.
2.00507E+12,MAL06051524T,Anson Sirap Ubat Batuk Yan Wo Chong Cao Po He Mi,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00507E+12,MAL06061478T,Anson Tai Ji Feng Shi You,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00507E+12,MAL06030948T,NCHK Feng Shi Wan,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06030950T,NCHK Zhi Yang Wan,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021307T    ,Pati Minyak Ibu Gamat Asli Plus,PRODUCT APPROVED,NATURAL PRODUCT,PERUSAHAAN GAMAT HY,PERUSAHAAN GAMAT HY
2.00507E+12,MAL06021308T    ,Minyak Gamat Asli Langkawi Plus,PRODUCT APPROVED,NATURAL PRODUCT,PERUSAHAAN GAMAT HY,PERUSAHAAN GAMAT HY
2.00507E+12,MAL06021309T    ,Air Gamat,PRODUCT APPROVED,NATURAL PRODUCT,PERUSAHAAN GAMAT HY,PERUSAHAAN GAMAT HY
2.00507E+12,MAL06021310T    ,Minyak Kayu Putih,PRODUCT APPROVED,NATURAL PRODUCT,PERUSAHAAN GAMAT HY,PERUSAHAAN GAMAT HY
2.00507E+12,MAL06011838T    ,Balm Pala Plus,PRODUCT APPROVED,NATURAL PRODUCT,PERUSAHAAN GAMAT HY,PERUSAHAAN GAMAT HY
2.00507E+12,MAL06061453T    ,Chat Lin Brand Zhu Pak Pai Pau Keng Fong San 3.8gm,PRODUCT APPROVED,NATURAL PRODUCT,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY,SHANGHAI CHATLIN PHARMACEUTICAL COMPANY
2.00507E+12,MAL06021312T,GOLD PINE BRAND ZHI KE SAN,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06111325T    ,Kapsul Royal Kacip Fatimah Plus,PRODUCT APPROVED,NATURAL PRODUCT,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
2.00507E+12,MAL06030951T    ,Rapat Plus,PRODUCT APPROVED,NATURAL PRODUCT,SERI MH UMMI SDN BHD,SERI MH UMMI SDN BHD
2.00507E+12,MAL06030952T    ,Herba Kencana,PRODUCT APPROVED,NATURAL PRODUCT,SERI MH UMMI SDN BHD,SERI MH UMMI SDN BHD
2.00507E+12,MAL06091444T    ,Gold Pine Brand Wei Tong Pian,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL05121319T    ,Dinggui Erqi Tie,PRODUCT APPROVED,NATURAL PRODUCT,WELLMEX SDN BHD,"YABAO PHARMACEUTICAL GROUP CO.,LTD."
2.00507E+12,MAL06011874T  ,HAIRESTORE CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,THE MITOMASA SDN. BHD.,THE MITOMASA SDN. BHD.
2.00507E+12,MAL06091445T    ,Gold Pine Brand Pill Fong Shi,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021365T,MINYAK SAKAL PUTUNG SERAI WANGI,PRODUCT APPROVED,NATURAL PRODUCT,PERUBATAN TRADISIONAL WD,PERUBATAN TRADISIONAL WD
2.00507E+12,MAL06121050TC,CHUI FENG SU HO WAN CAP FOOK (PIL BESAR),PRODUCT APPROVED,NATURAL PRODUCT,WINEYHALL TRADING CO.,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
2.00507E+12,MAL06021366T    ,Mistura San Yao    500ml,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD.,"SHANTOU OLIVE PHARMACEUTICAL CO., LTD"
2.00507E+12,MAL06061429T    ,FENGSHI HANTONG PIAN 600mg,PRODUCT APPROVED,NATURAL PRODUCT,BUMARI SDN. BHD.,TIANJIN TONG REN TANG CORPORATION LIMITED
2.00507E+12,MAL06021367T    ,Mistura Zhin Wu     500ml,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD.,"SHANTOU OLIVE PHARMACEUTICAL CO., LTD"
2.00507E+12,MAL06030954T    ,Mistura Su Gan He Wei  500ml,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD.,"SHANTOU OLIVE PHARMACEUTICAL CO., LTD"
2.00507E+12,MAL06021368TC   ,TYT MISTURA FENGSHI ZHITONG,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021328TC,TYT MISTURA GUIPI PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021313TC,TYT MISTURA TIANMA GOUTENG PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06011841T    ,Monascus,PRODUCT APPROVED,NATURAL PRODUCT,DXN PHARMACEUTICAL SDN. BHD.,DXN PHARMACEUTICAL SDN. BHD.
2.00507E+12,MAL06021314TC,TYT MISTURA TIANWANG BUXIN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021370T    ,Mistura You Tui Tong   500ml,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD.,"SHANTOU OLIVE PHARMACEUTICAL CO., LTD"
2.00507E+12,MAL06021371T    ,Mistura Kan Mou     500ml,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD.,"SHANTOU OLIVE PHARMACEUTICAL CO., LTD"
2.00507E+12,MAL06051526T    ,MINYAK GOSOK CAP TAWON,PRODUCT APPROVED,NATURAL PRODUCT,PASIR MAS-INDO TRADING SDN. BHD.,PT TAWON JAYA MAKASSAR
2.00507E+12,MAL06051527T    ,Minyak Telon Cap Burung Dan Dua Bidadari,PRODUCT APPROVED,NATURAL PRODUCT,PASIR MAS-INDO TRADING SDN. BHD.,PT. IRAWAN DJAJA AGUNG
2.00507E+12,MAL06021329T    ,Femalecare,PRODUCT APPROVED,NATURAL PRODUCT,YI WANG HONEY GARDEN (M) SDN. BHD.,YI WANG HONEY GARDEN (M) SDN. BHD.
2.00507E+12,MAL06021343T    ,Mistura Pan Xia Xie Sin  500ml,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD.,"SHANTOU OLIVE PHARMACEUTICAL CO., LTD"
2.00507E+12,MAL06091446T    ,Gold Pine Brand Qiang Fei Gao,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL07031097TC,Soyprout Complex 600mg,PRODUCT APPROVED,NATURAL PRODUCT,NU OXY LIFE (M) SDN BHD,KIN HERBS PHARMA SDN BHD
2.00507E+12,MAL07021510TC,Digzymes 500mg,PRODUCT APPROVED,NATURAL PRODUCT,NU OXY LIFE (M) SDN BHD,KIN HERBS PHARMA SDN BHD
2.00507E+12,MAL08010677TC   ,TYT DUHUO JISHENG PLUS PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06081246T    ,Lactofee,PRODUCT APPROVED,NATURAL PRODUCT,YI WANG HONEY GARDEN (M) SDN. BHD.,YI WANG HONEY GARDEN (M) SDN. BHD.
2.00507E+12,MAL06021315TC,TYT MISTURA GANLU PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021316TC,TYT MISTURA BAIGUO PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021317TC,TYT MISTURA NIUXI PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021330TC,TYT MISTURA XIANFANG HUOMING,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021331TC,TYT MISTURA XUEFU ZHUYU,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06011842T,TYT FENG ZHEN ZHI YANG PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL09072749TC,i-GE Tablet,PRODUCT APPROVED,NATURAL PRODUCT,Yamni Industry,SERI MH UMMI SDN BHD
2.00507E+12,MAL06081363T    ,Mah Tai Xiao Chai Hu Tang Liquid Extract,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00507E+12,MAL06021345TC,TYT MISTURA PINGWEI,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021281TC,TYT MISTURA SHENGMAIYIN,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021318TC,TYT MISTURA BITONGLING,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06021278T    ,SW Hui Chun Tan,PRODUCT APPROVED,NATURAL PRODUCT,SEANG WAN TRADING CO SDN BHD,SHANTOU SHIDAI PHARMACEUTICAL CO.LTD
2.00507E+12,MAL06071258TC   ,Hurix"s Coline Tong Capsule (For female Only),PRODUCT APPROVED,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
2.00507E+12,MAL08080388T,seri lulur,PRODUCT APPROVED,NATURAL PRODUCT,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
2.00507E+12,MAL08080389T,Seri Pilis Orang Kampung,PRODUCT APPROVED,NATURAL PRODUCT,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
2.00507E+12,MAL06091448TC,Hurix"s Neulypo Plus,PRODUCT APPROVED,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
2.00507E+12,MAL06011843T,TYT YUNAN TIANQI PLUS PIAN,PRODUCT APPROVED,NATURAL PRODUCT,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00507E+12,MAL06041452TC   ,Honbo Green Propolis,PRODUCT APPROVED,NATURAL PRODUCT,HEBAMED SDN. BHD.,KIN HERBS PHARMA SDN BHD
2.00507E+12,MAL06061431T    ,Wen Sau Thong Hou Chou San,PRODUCT APPROVED,NATURAL PRODUCT,MULTI HERBS PHARMACEUTICAL (M) SDN BHD,MULTI HERBS PHARMACEUTICAL (M) SDN BHD
2.00507E+12,MAL06011844T    ,Beauxlim Tea,PRODUCT APPROVED,NATURAL PRODUCT,MULTI HERBS PHARMACEUTICAL (M) SDN BHD,MULTI HERBS PHARMACEUTICAL (M) SDN BHD
2.00507E+12,MAL06011845T    ,BEAUXLIM d FORMULA,PRODUCT APPROVED,NATURAL PRODUCT,MULTI HERBS PHARMACEUTICAL (M) SDN BHD,MULTI HERBS PHARMACEUTICAL (M) SDN BHD
2.00508E+12,MAL06021282TC,TYT MISTURA XIAOER CHIKE TANGIANG,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06021346TC,TYT MISTURA DANGGUI SINI PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06021347TC,TYT MISTURA XINYI,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06021348TC,TYT MISTURA DUZHONG PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06021283TC,TYT MISTURA XINGSUSAN PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06021349TC,TYT MISTURA GOUJI PLUS,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06011847T,WST Far Tham Tan Capsule,PRODUCT APPROVED,NATURAL PRODUCT,MULTI HERBS PHARMACEUTICAL (M) SDN BHD,MULTI HERBS PHARMACEUTICAL (M) SDN BHD
2.00508E+12,MAL06021319TC,TYT MISTURA HUOLUO XIAOLING,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL06021320TC,TYT MISTURA JISHENG SHENQI,PRODUCT APPROVED,NATURAL PRODUCT,TYT-KEVA SDN. BHD.,TJ-TYT PHARMACEUTICALS (M) SDN. BHD.
2.00508E+12,MAL07050017TC,Pronoton Plus Capsule 300mg,PRODUCT APPROVED,NATURAL PRODUCT,VITABLUE SDN BHD,Phytobiotech Sdn. Bhd.
2.00508E+12,MAL06051461T    ,HIMALAYA PURE HERBS -MESHASHRINGI CAPSULES 250 MG,PRODUCT APPROVED,NATURAL PRODUCT,THE HIMALAYA DRUG COMPANY SDN BHD,THE HIMALAYA DRUG COMPANY
2.00508E+12,MAL08080390T,Seri Susut Perut Orang Kampung,PRODUCT APPROVED,NATURAL PRODUCT,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
